k, n, p, q, poverq, eigenvectors, conductance, rand
10, 1000, 0.01, 0.003, 3.3333333333333335, 3, 0.8384928281644672, 0.8218328452845285
10, 1000, 0.01, 0.003, 3.3333333333333335, 4, 0.8292521967374128, 0.8326183778377836
10, 1000, 0.01, 0.003, 3.3333333333333335, 5, 0.8246221125050056, 0.841405494549455
10, 1000, 0.01, 0.003, 3.3333333333333335, 6, 0.8254184173619763, 0.8489595659565957
10, 1000, 0.01, 0.003, 3.3333333333333335, 7, 0.8145191624024862, 0.8567835343534353
10, 1000, 0.01, 0.003, 3.3333333333333335, 8, 0.8066932801515619, 0.8627620002000201
10, 1000, 0.01, 0.003, 3.3333333333333335, 9, 0.7948623957068361, 0.8688178297829783
10, 1000, 0.01, 0.003, 3.3333333333333335, 10, 0.7699172351489144, 0.8732717231723173
10, 1000, 0.01, 0.004, 2.5, 1, 0.9813003428308551, 0.8001861706170619
10, 1000, 0.01, 0.004, 2.5, 2, 0.9147702007166328, 0.8011065906590659
10, 1000, 0.01, 0.004, 2.5, 3, 0.8580793660647095, 0.8120321272127212
10, 1000, 0.01, 0.004, 2.5, 4, 0.8369961078409556, 0.8191220342034203
10, 1000, 0.01, 0.004, 2.5, 5, 0.8287189500792242, 0.821270395039504
10, 1000, 0.01, 0.004, 2.5, 6, 0.8171998737515, 0.8217899409940994
10, 1000, 0.01, 0.004, 2.5, 7, 0.820730000938657, 0.8214989418941894
10, 1000, 0.01, 0.004, 2.5, 8, 0.8192029637414835, 0.8214918511851185
10, 1000, 0.01, 0.004, 2.5, 9, 0.8157383522569104, 0.8217383958395839
10, 1000, 0.01, 0.004, 2.5, 10, 0.8069352042981934, 0.8218737393739375
10, 1000, 0.01, 0.005, 2.0, 1, 0.9856655355960816, 0.7972521572157215
10, 1000, 0.01, 0.005, 2.0, 2, 0.9218485635157261, 0.8017634843484348
10, 1000, 0.01, 0.005, 2.0, 3, 0.8630456559867996, 0.8113739333933394
10, 1000, 0.01, 0.005, 2.0, 4, 0.8419012573068023, 0.8180734793479347
10, 1000, 0.01, 0.005, 2.0, 5, 0.8348959656064923, 0.8202091209120912
10, 1000, 0.01, 0.005, 2.0, 6, 0.8272734952015922, 0.8203597299729972
10, 1000, 0.01, 0.005, 2.0, 7, 0.8294012357455939, 0.8200889468946894
10, 1000, 0.01, 0.005, 2.0, 8, 0.8314667509734676, 0.8199072827282728
10, 1000, 0.01, 0.005, 2.0, 9, 0.8252549858888429, 0.8202816801680168
10, 1000, 0.01, 0.005, 2.0, 10, 0.8175613338955543, 0.8204440364036403
10, 1000, 0.01, 0.006, 1.6666666666666667, 1, 0.9852832434572317, 0.8003018361836183
10, 1000, 0.01, 0.006, 1.6666666666666667, 2, 0.9286957766444746, 0.801378305830583
10, 1000, 0.01, 0.006, 1.6666666666666667, 3, 0.8708289470333181, 0.8109790019001899
10, 1000, 0.01, 0.006, 1.6666666666666667, 4, 0.8488895998965269, 0.8177930473047306
10, 1000, 0.01, 0.006, 1.6666666666666667, 5, 0.8391047465051746, 0.8200694889488949
10, 1000, 0.01, 0.006, 1.6666666666666667, 6, 0.8336463665227528, 0.8201744614461447
10, 1000, 0.01, 0.006, 1.6666666666666667, 7, 0.8364535856062257, 0.819813201320132
10, 1000, 0.01, 0.006, 1.6666666666666667, 8, 0.8374659771392506, 0.8199127732773277
10, 1000, 0.01, 0.006, 1.6666666666666667, 9, 0.8329609601516375, 0.8200748294829484
10, 1000, 0.01, 0.006, 1.6666666666666667, 10, 0.8251690719677836, 0.8202274787478748
10, 1000, 0.01, 0.007, 1.4285714285714286, 1, 0.9836181004065863, 0.8010404900490048
10, 1000, 0.01, 0.007, 1.4285714285714286, 2, 0.9367179265186314, 0.800498699869987
10, 1000, 0.01, 0.007, 1.4285714285714286, 3, 0.8787722110262937, 0.8112755215521554
10, 1000, 0.01, 0.007, 1.4285714285714286, 4, 0.8539647906353048, 0.8178326272627261
10, 1000, 0.01, 0.007, 1.4285714285714286, 5, 0.8449952121582667, 0.8199714771477149
10, 1000, 0.01, 0.007, 1.4285714285714286, 6, 0.8397336248714955, 0.8200684388438845
10, 1000, 0.01, 0.007, 1.4285714285714286, 7, 0.8413266391988177, 0.8197346674667468
10, 1000, 0.01, 0.007, 1.4285714285714286, 8, 0.8430334817480558, 0.8198148134813483
10, 1000, 0.01, 0.007, 1.4285714285714286, 9, 0.8409994187576462, 0.8199277047704768
10, 1000, 0.01, 0.007, 1.4285714285714286, 10, 0.8309083173223734, 0.8201494369436941
10, 1000, 0.01, 0.008, 1.25, 1, 0.9834373742288335, 0.7992344614461445
10, 1000, 0.01, 0.008, 1.25, 2, 0.9366916735235854, 0.8013412541254125
10, 1000, 0.01, 0.008, 1.25, 3, 0.8808967793986788, 0.8108300830083008
10, 1000, 0.01, 0.008, 1.25, 4, 0.8575000048726084, 0.8176582438243825
10, 1000, 0.01, 0.008, 1.25, 5, 0.8529635699757586, 0.8195776477647765
10, 1000, 0.01, 0.008, 1.25, 6, 0.8429547800706441, 0.8200764436443644
10, 1000, 0.01, 0.008, 1.25, 7, 0.8474861513516725, 0.8196706290629063
10, 1000, 0.01, 0.008, 1.25, 8, 0.849582442067484, 0.8196836163616362
10, 1000, 0.01, 0.008, 1.25, 9, 0.8446971197765347, 0.819906320632063
10, 1000, 0.01, 0.008, 1.25, 10, 0.8356768337964825, 0.8200890689068906
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 1, 0.9843414718906704, 0.7975807860786079
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 2, 0.9414145666670704, 0.8005392999299931
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 3, 0.8826140551154822, 0.811200702070207
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 4, 0.8636672617673282, 0.8175581778177816
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 5, 0.8541005043235017, 0.8198287268726873
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 6, 0.8485630110861436, 0.8200354455445545
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 7, 0.8502890316156237, 0.8197364556455646
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 8, 0.8512880565513952, 0.8197437203720372
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 9, 0.847531594498587, 0.8199020662066205
10, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 10, 0.8415487882109837, 0.8200232383238324
10, 1000, 0.01, 0.01, 1.0, 1, 0.9861505023968824, 0.7982626842684268
10, 1000, 0.01, 0.01, 1.0, 2, 0.9417969325190519, 0.8011308990899091
10, 1000, 0.01, 0.01, 1.0, 3, 0.8870422499898837, 0.8108628302830283
10, 1000, 0.01, 0.01, 1.0, 4, 0.8636831786908801, 0.8176137373737374
10, 1000, 0.01, 0.01, 1.0, 5, 0.8587399682120596, 0.8197107130713072
10, 1000, 0.01, 0.01, 1.0, 6, 0.8523392685215313, 0.819990529052905
10, 1000, 0.01, 0.01, 1.0, 7, 0.8543535629985783, 0.8196426762676268
10, 1000, 0.01, 0.01, 1.0, 8, 0.8534573514543343, 0.819779511951195
10, 1000, 0.01, 0.01, 1.0, 9, 0.8539698910714197, 0.8198205140514052
10, 1000, 0.01, 0.01, 1.0, 10, 0.8435235048065939, 0.8200486848684869
